job title,company name,location,salary,type of employment,skills,links
Software Engineer,Tam Development LLC -,"Riyadh, Saudi Arabia ",Confidential,"['Full Time', 'Part Time', 'Work From Home']",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · engineer · Information Technology (IT) · Software Development · Software Engineering · Software engineer · Software · Python,https://wuzzuf.net/jobs/p/o9OASkiHRSKK-Software-Engineer-Tam-Development-LLC-Riyadh-Saudi-Arabia?o=84&l=sp&t=sj&a=python|search-v3|navbg
Senior System & Network Admin,Cashcall -,"Maadi, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · IT · Networking · Information Technology (IT) · System Administration · Maintenance · Python,https://wuzzuf.net/jobs/p/wPBhLPflod73-Senior-System-Network-Admin-Cashcall-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|navbg
Senior Software Developer,Sceel.io -,"Maadi, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CI/CD · Agile · DevOps · English · Python · REST · Software Development · Testing,https://wuzzuf.net/jobs/p/RJhYyffElQZX-Senior-Software-Developer-Sceel-io-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|navbg
Senior Data Scientist,Fixed Solutions -,"Sheraton, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · APIs · Computer Science · Engineering · Information Technology (IT) · Java · Programming · Software,https://wuzzuf.net/jobs/p/PVAeMhWwvA6Q-Senior-Data-Scientist-Fixed-Solutions-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|navbg
Senior Devops Engineer,Trufla -,"Heliopolis, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/rdDBRL5vRoBQ-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|navbg
DevOps Team Lead,Trufla -,"Heliopolis, Cairo, Egypt ",Confidential,['Full Time'],Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/sj0SjweGn9TS-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|navbg
Senior Infrastructure/Systems Engineer,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Engineering · Infrastructure · Installation · Linux · MySQL · Python,https://wuzzuf.net/jobs/p/mMSBRyLbsRiV-Senior-InfrastructureSystems-Engineer-BBI-Consultancy-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|navbg
Senior Backend Engineer,LxT -,"Mohandessin, Giza, Egypt ",Confidential,['Full Time'],Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask,https://wuzzuf.net/jobs/p/UMsxtdDfJgta-Senior-Backend-Engineer-LxT-Giza-Egypt?o=91&l=sp&t=sj&a=python|search-v3|navbg
Senior Full Stack Developer,Sword Egypt -,"Maadi, Cairo, Egypt ",Confidential,"['Full Time', 'Work From Home']",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Software Development · Information Technology (IT) · JavaScript · English · Python · React · Docker,https://wuzzuf.net/jobs/p/OTugnHbSfuks-Senior-Full-Stack-Developer-Sword-Egypt-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|navbg
Senior Lead DevOps,Al Beshara -,"Nasr City, Cairo, Egypt ","Confidential, Bonus based on performance",['Full Time'],Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · DevOps · Engineering · Software Development · Information Technology (IT) · Java,https://wuzzuf.net/jobs/p/XSlQ8Dix7ojy-Senior-Lead-DevOps-Al-Beshara-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|navbg
Backend Developer,YDS yasar digital services  -,"Nasr City, Cairo, Egypt ","Confidential, Social Insurance",['Full Time'],Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Computer Science · Information Technology (IT) · Programming · Python · Software Development · Software Engineering · SQL,https://wuzzuf.net/jobs/p/Sye7bfr9SuV2-Backend-Developer-YDS-yasar-digital-services-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|navbg
Reporting Engineer,Egybell -,"Cairo, Egypt ",Confidential,['Full Time'],Experienced · 2 - 5 Yrs of Exp · Analyst/Research · Engineering - Telecom/Technology · Electronics Engineering · Electronic Engineering · Telecommunication Engineering · Communication Engineering · Telecom Engineering · Network Engineering · Communication · Information Technology (IT),https://wuzzuf.net/jobs/p/RJQOvYrc3m30-Reporting-Engineer-Egybell-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|navbg
Odoo Developer,Roayadm -,"Alexandria, Egypt ",Confidential,['Full Time'],Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Odoo Development · Odoo ERP · Python · python development · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/FqVd92gRhJtO-Odoo-Developer-Roayadm-Alexandria-Egypt?o=96&l=sp&t=sj&a=python|search-v3|navbg
System Engineer,Confidential -,"Dokki, Giza, Egypt ",7000 to 9000 EGP Per Month,['Full Time'],Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer · Installation · Media · Computer Science · Java · Python · PHP,https://wuzzuf.net/jobs/p/p7xjeeAqCh1u-System-Engineer-Giza-Egypt?o=97&l=sp&t=sj&a=python|search-v3|navbg
Digital Design Engineer, Si-Vision -,"Sheraton, Cairo, Egypt ",Confidential,['Full Time'],Entry Level · 0 - 3 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Telecommunication · Electronics Engineering · HDL · Digital Design · Verilog · VHDL · CMOS,https://wuzzuf.net/jobs/p/bKiukssVlHzI-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|navbg
Odoo Developer - ERP,Confidential -,"Mokattam, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Odoo · Odoo Development · Python,https://wuzzuf.net/jobs/p/ZC8pgKngK2qq-Odoo-Developer---ERP-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|navbg
ERP (Odoo) / IT Specialist,Confidential -,"Mohandessin, Giza, Egypt ",10000 to 20000 EGP Per Month,['Full Time'],Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP · Finance · Python · Programming · Accounting · Information Technology (IT) · Computer Science · Computer Engineering,https://wuzzuf.net/jobs/p/RWpJT5SzYrnZ-ERP-Odoo-IT-Specialist-Giza-Egypt?o=100&l=sp&t=sj&a=python|search-v3|navbg
Full Stack Web Developer -E Commerce Technical Manager,Confidential -,"Nasr City, Cairo, Egypt ",Confidential,['Full Time'],Manager · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · JavaScript · MongoDB · MySQL · HTML · CSS · E-Commerce · back-end website ,https://wuzzuf.net/jobs/p/q6WxlzYhj8VX-Full-Stack-Web-Developer--E-Commerce-Technical-Manager-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|navbg
Senior Data Scientist,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · Data Science · data scientist · Information Technology (IT) · Python · Statistics,https://wuzzuf.net/jobs/p/jX5wf4UC6hGY-Senior-Data-Scientist-BBI-Consultancy-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|navbg
Power BI Developer,Sutherland -,"Alexandria, Egypt ",Confidential,"['Full Time', 'Work From Home']",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Intelligence · DAX · Power BI · SQL · BI · Data Warehousing · Python,https://wuzzuf.net/jobs/p/ChZqSmbjw5i9-Power-BI-Developer-Sutherland-Alexandria-Egypt?o=103&l=sp&t=sj&a=python|search-v3|navbg
Senior Technical Consulting Specialist (Cloud DevOps),Alnafitha -,"Cairo, Egypt ",Confidential,['Full Time'],Experienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MCSE · Computer Science · ITIL · Azure DevOps Server · AWS · Information Technology (IT) · Maintenance · Microsoft,https://wuzzuf.net/jobs/p/qrWBKs8Vw5wH-Senior-Technical-Consulting-Specialist-Cloud-DevOps-Alnafitha-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|navbg
MIS Specialist,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Confidential,['Full Time'],Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · workforce · MIS · Call Center · Business Administration · Computer Science,https://wuzzuf.net/jobs/p/6Uzg7zong0qb-MIS-Specialist-Etisalat-Egypt-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|navbg
Computer Vision Engineer,Edentech -,"Cairo, Egypt ",Confidential,['Full Time'],Experienced · 4 - 9 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · computer · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · Git · Software Development,https://wuzzuf.net/jobs/p/RaI3XrJXdV83-Computer-Vision-Engineer-Edentech-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|navbg
Front End Developer,BLTHANIH LTD. -,"Cairo, Egypt ",12000 to 18000 EGP Per Month,['Full Time'],Senior Management · 3 - 5 Yrs of Exp · IT/Software Development · React Native · React · React.js · React js · Front · Front end developer · Front end · Software Development,https://wuzzuf.net/jobs/p/soDSzA3ySNee-Front-End-Developer-BLTHANIH-LTD-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|navbg
IT Specialist,Egypro FME -,"Maadi, Cairo, Egypt ","Confidential, Medical Insurance, Life Insurance, Mobile Allowance, Transportation Allowance",['Full Time'],Experienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Systems · Information Technology (IT) · Communication skills · English,https://wuzzuf.net/jobs/p/lFY3YWTDKY9j-IT-Specialist-Egypro-FME-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|navbg
Full Stack Developer,RAQAMYAT -,"Maadi, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Angular · PHP · Laravel · HTML · CSS · Engineering · Computer Science,https://wuzzuf.net/jobs/p/nKYxvzOYTXVx-Full-Stack-Developer-RAQAMYAT-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|navbg
BI Developer,Centro CDX -,"Maadi, Cairo, Egypt ",Confidential,['Full Time'],Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Computer Science · BI · Data Warehouse · Development · Information Technology (IT) · OLAP,https://wuzzuf.net/jobs/p/ebeiJ3pHjp6I-BI-Developer-Centro-CDX-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|navbg
BI Team Leader,Dataplus information systems -,"Cairo, Egypt ",Confidential,['Full Time'],Manager · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Management · SQL · Tableau · Information Technology (IT) · Team Leadership,https://wuzzuf.net/jobs/p/39qNzX2TA5rh-BI-Team-Leader-Dataplus-information-systems-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|navbg
Product Enablement Manager,Dafater -,"Nasr City, Cairo, Egypt ",Confidential,['Full Time'],Manager · 5+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Engineering · Computer Science · Computer Engineering · Information Technology (IT) · Product Management · SaaS · Management,https://wuzzuf.net/jobs/p/9n1YIpueDTta-Product-Enablement-Manager-Dafater-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|navbg
Senior Backend Developer (.net),Dafater -,"Nasr City, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Git · HTML · Information Technology (IT) · jQuery · MySQL · Software,https://wuzzuf.net/jobs/p/XNbFF5fcTdul-Senior-Backend-Developer-net-Dafater-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|navbg
PHP Web Developer,(MSA) October University -,"6th of October, Giza, Egypt ","Confidential, Transportation, Discounts, and Fully covered Training sessions",['Full Time'],Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · HTML5 · JavaScript · CSS3 · Web Development · PHP · Laravel,https://wuzzuf.net/jobs/p/pncuqKPiAUDf-PHP-Web-Developer-MSA-October-University-Giza-Egypt?o=114&l=sp&t=sj&a=python|search-v3|navbg
Devops Engineer,Confidential -,"Nasr City, Cairo, Egypt ",Confidential,['Full Time'],Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · DevOps · Devops Engineer · Git · Software Engineering · Computer Science · Applications,https://wuzzuf.net/jobs/p/aC7DANwutpAZ-Devops-Engineer-Cairo-Egypt?o=115&l=sp&t=sj&a=python|search-v3|navbg
